accuracy,loss,val_accuracy,val_loss
0.5382087230682373,0.8944501876831055,0.5232558250427246,0.928746223449707
0.6487264037132263,0.7429083585739136,0.5767441987991333,0.8822017908096313
0.7304847836494446,0.6004341244697571,0.5581395626068115,0.9728114604949951
0.8032045960426331,0.4641174376010895,0.5581395626068115,1.0842946767807007
0.8660640716552734,0.34115278720855713,0.5790697932243347,1.264009714126587
0.9046836495399475,0.24507510662078857,0.5860465168952942,1.3705956935882568
0.9400164484977722,0.17153483629226685,0.6139534711837769,1.5146512985229492
0.9531635046005249,0.1503148376941681,0.5953488349914551,1.7950717210769653
0.9720624685287476,0.10948353260755539,0.5930232405662537,1.867039680480957
0.9790468215942383,0.10337468236684799,0.604651153087616,1.8312588930130005
