accuracy,loss,val_accuracy,val_loss
0.5116407871246338,0.6931214332580566,0.49843260645866394,0.68461012840271
0.5753880143165588,0.6689727902412415,0.5517241358757019,0.6822032928466797
0.6208425760269165,0.6386092305183411,0.5329153537750244,0.6710907220840454
0.682372510433197,0.5832720398902893,0.5768024921417236,0.7161381840705872
0.7461197376251221,0.4948348104953766,0.5830721259117126,0.7608839273452759
0.8198447823524475,0.39767634868621826,0.5830721259117126,0.950543999671936
0.8542128801345825,0.31213176250457764,0.5673981308937073,1.0963234901428223
0.9024389982223511,0.24180927872657776,0.5579937100410461,1.3044224977493286
0.9462305903434753,0.16509760916233063,0.5736677050590515,1.5937391519546509
0.9672948718070984,0.11583862453699112,0.592476487159729,1.818315029144287
